Date/Time,Whole Building:Facility Total Electricity Demand Rate [W](TimeStep),PV1:Generator Produced DC Electricity Rate [W](TimeStep)
 01/01  00:15:00,1655.146316351857,0.0
 01/01  00:30:00,1660.8418722200508,0.0
 01/01  00:45:00,1630.784660183691,0.0
 01/01  01:00:00,1610.047933219109,0.0
 01/01  01:15:00,1625.5577093745208,0.0
 01/01  01:30:00,1639.8122821416705,0.0
 01/01  01:45:00,1644.1945516824003,0.0
 01/01  02:00:00,1645.6151708330558,0.0
 01/01  02:15:00,1660.3426049712932,0.0
 01/01  02:30:00,1681.8814202603098,0.0
 01/01  02:45:00,1694.138880565988,0.0
 01/01  03:00:00,1699.8484985093648,0.0
 01/01  03:15:00,1710.18841308201,0.0
 01/01  03:30:00,1727.928321598688,0.0
 01/01  03:45:00,1744.725800196147,0.0
 01/01  04:00:00,1755.770978266076,0.0
 01/01  04:15:00,1758.271427125104,0.0
 01/01  04:30:00,1775.004437354845,0.0
 01/01  04:45:00,1792.3590744891817,0.0
 01/01  05:00:00,1804.685213404478,0.0
 01/01  05:15:00,1818.329290322737,0.0
 01/01  05:30:00,1832.3129253980392,0.0
 01/01  05:45:00,1855.7130381799689,0.0
 01/01  06:00:00,3180.504494402495,0.0
 01/01  06:15:00,4953.95599231395,0.0
 01/01  06:30:00,6258.851412417959,0.0
 01/01  06:45:00,6170.594431880814,0.0
 01/01  07:00:00,6337.8304095696985,0.0
 01/01  07:15:00,4607.580552521862,0.0
 01/01  07:30:00,4660.22238665486,0.0
 01/01  07:45:00,1086.5528834929985,0.0
 01/01  08:00:00,1295.5449709391685,0.0
 01/01  08:15:00,1566.3126557136654,0.0
 01/01  08:30:00,1870.0941311764784,0.0
 01/01  08:45:00,2032.1499397976415,0.0
 01/01  09:00:00,1969.798142315133,12.279188863070772
 01/01  09:15:00,2000.2413623632249,17.984970674583884
 01/01  09:30:00,2006.1502237215268,21.691851691081652
 01/01  09:45:00,1987.364124095291,27.251983981393682
 01/01  10:00:00,1954.380076167336,32.03281324765206
 01/01  10:15:00,1945.353727616814,37.61997166041152
 01/01  10:30:00,1936.799854502793,43.11946273743662
 01/01  10:45:00,1933.2586506062996,47.175199030062004
 01/01  11:00:00,1931.3152670695408,51.17889641239247
 01/01  11:15:00,1917.3506592005333,56.12855465871842
 01/01  11:30:00,1910.976808674293,64.62201581172445
 01/01  11:45:00,1901.6278054589247,76.12842979785307
 01/01  12:00:00,1912.670839109127,89.37745321001717
 01/01  12:15:00,1892.000535727933,103.42397342780119
 01/01  12:30:00,1895.7754635490903,117.81590827061714
 01/01  12:45:00,1912.557291282116,125.56060236589938
 01/01  13:00:00,1902.3161925380543,131.01799743705686
 01/01  13:15:00,1889.9143082576084,131.61430143589845
 01/01  13:30:00,1874.7915343178945,132.32322698855162
 01/01  13:45:00,1875.709435867003,126.11135702950729
 01/01  14:00:00,1884.690602981891,114.51712734289988
 01/01  14:15:00,1890.3830520459976,105.77624945120033
 01/01  14:30:00,1893.274956259295,96.07816350487289
 01/01  14:45:00,1905.1075744224916,82.16149412120801
 01/01  15:00:00,1934.8093121104191,67.49780940855113
 01/01  15:15:00,1964.1088174473468,49.058035462504236
 01/01  15:30:00,1988.8955034946996,33.77789753010849
 01/01  15:45:00,2005.038733130954,25.66108469141135
 01/01  16:00:00,2026.4438376837863,18.234535609501794
 01/01  16:15:00,2331.134651644027,10.805762030694808
 01/01  16:30:00,2312.950503708149,3.5012459619740066
 01/01  16:45:00,5269.394666450431,0.0
 01/01  17:00:00,4920.216977160751,0.0
 01/01  17:15:00,8175.669755265619,0.0
 01/01  17:30:00,8155.53347867694,0.0
 01/01  17:45:00,6579.826973193378,0.0
 01/01  18:00:00,5120.801887159339,0.0
 01/01  18:15:00,4880.546182883758,0.0
 01/01  18:30:00,4877.718116463784,0.0
 01/01  18:45:00,6660.350075822067,0.0
 01/01  19:00:00,6728.826648675456,0.0
 01/01  19:15:00,5465.751168878796,0.0
 01/01  19:30:00,4892.326324667129,0.0
 01/01  19:45:00,4770.448951189403,0.0
 01/01  20:00:00,4936.886305432873,0.0
 01/01  20:15:00,8190.83887295378,0.0
 01/01  20:30:00,8101.917957278898,0.0
 01/01  20:45:00,5458.883659970074,0.0
 01/01  21:00:00,4855.488103186612,0.0
 01/01  21:15:00,4854.703763356553,0.0
 01/01  21:30:00,4738.133945410187,0.0
 01/01  21:45:00,4729.425802880213,0.0
 01/01  22:00:00,4774.356752455167,0.0
 01/01  22:15:00,4808.423496031846,0.0
 01/01  22:30:00,2662.763601023743,0.0
 01/01  22:45:00,1195.5416027142237,0.0
 01/01  23:00:00,1242.001947048653,0.0
 01/01  23:15:00,1409.0240056161133,0.0
 01/01  23:30:00,1578.741234924231,0.0
 01/01  23:45:00,1680.012100917628,0.0
 01/01  24:00:00,1720.361865499872,0.0
 01/02  00:15:00,2374.136609902759,0.0
 01/02  00:30:00,1656.927046046043,0.0
 01/02  00:45:00,1829.7985039012271,0.0
 01/02  01:00:00,1758.177494581376,0.0
 01/02  01:15:00,1786.419728525321,0.0
 01/02  01:30:00,1817.2435444987088,0.0
 01/02  01:45:00,1822.6336627949731,0.0
 01/02  02:00:00,1821.8280787930123,0.0
 01/02  02:15:00,1841.3237992101072,0.0
 01/02  02:30:00,1869.3337272744504,0.0
 01/02  02:45:00,1878.0491226064817,0.0
 01/02  03:00:00,1890.080884366861,0.0
 01/02  03:15:00,1893.5598536463951,0.0
 01/02  03:30:00,1909.926938478371,0.0
 01/02  03:45:00,1921.531886391141,0.0
 01/02  04:00:00,1930.57168941602,0.0
 01/02  04:15:00,1931.219132113363,0.0
 01/02  04:30:00,1942.757183361324,0.0
 01/02  04:45:00,1965.0638693586236,0.0
 01/02  05:00:00,1972.824953709735,0.0
 01/02  05:15:00,1978.0562898704145,0.0
 01/02  05:30:00,1990.3865964940856,0.0
 01/02  05:45:00,2005.5020119478536,0.0
 01/02  06:00:00,3347.859509994304,0.0
 01/02  06:15:00,4895.192287129603,0.0
 01/02  06:30:00,6359.2384513563975,0.0
 01/02  06:45:00,6215.3717850262165,0.0
 01/02  07:00:00,6368.089282355035,0.0
 01/02  07:15:00,4646.715926810297,0.0
 01/02  07:30:00,4701.87089811718,0.0
 01/02  07:45:00,1164.1549460139247,0.0
 01/02  08:00:00,1391.6112429048942,0.0
