Date/Time,Whole Building:Facility Total Electricity Demand Rate [W](TimeStep),PV1:Generator Produced DC Electricity Rate [W](TimeStep)
 01/01  00:15:00,638.115099956511,0.0
 01/01  00:30:00,676.3796021840067,0.0
 01/01  00:45:00,668.2303749814382,0.0
 01/01  01:00:00,677.5768050039405,0.0
 01/01  01:15:00,723.353862099307,0.0
 01/01  01:30:00,766.2612368098538,0.0
 01/01  01:45:00,771.3190613145539,0.0
 01/01  02:00:00,750.3925952094253,0.0
 01/01  02:15:00,771.8808200350843,0.0
 01/01  02:30:00,835.6354313346842,0.0
 01/01  02:45:00,851.5181352893968,0.0
 01/01  03:00:00,833.4438149732568,0.0
 01/01  03:15:00,834.1191235192609,0.0
 01/01  03:30:00,870.0455451816522,0.0
 01/01  03:45:00,912.0810057417132,0.0
 01/01  04:00:00,914.8447994977716,0.0
 01/01  04:15:00,887.6621501676367,0.0
 01/01  04:30:00,907.9118936914213,0.0
 01/01  04:45:00,966.0225646579376,0.0
 01/01  05:00:00,985.556373533863,0.0
 01/01  05:15:00,962.066793472407,0.0
 01/01  05:30:00,955.6750553058496,0.0
 01/01  05:45:00,983.113375316269,0.0
 01/01  06:00:00,2474.461642276244,0.0
 01/01  06:15:00,4283.627951405505,0.0
 01/01  06:30:00,6053.9140984883,0.0
 01/01  06:45:00,5889.633172076768,0.0
 01/01  07:00:00,6086.44919220482,0.0
 01/01  07:15:00,4327.621318120267,0.0
 01/01  07:30:00,4339.334438200284,0.0
 01/01  07:45:00,602.8407258750079,0.0
 01/01  08:00:00,625.9353235876824,0.0
 01/01  08:15:00,758.2575491753373,0.0
 01/01  08:30:00,1061.2798271447718,0.0
 01/01  08:45:00,1190.0404962591942,0.0
 01/01  09:00:00,1105.1306601877338,17.627796514671754
 01/01  09:15:00,1156.126604407639,26.02268562553941
 01/01  09:30:00,1197.9718210393098,40.97256079813136
 01/01  09:45:00,1187.1785881332196,54.86553751783973
 01/01  10:00:00,1115.2074768833093,66.16324552776132
 01/01  10:15:00,1094.3789536348304,79.84011841562177
 01/01  10:30:00,1109.5163925750971,90.93592693726617
 01/01  10:45:00,1108.5291268414967,98.59874031959691
 01/01  11:00:00,1067.586138876521,106.05073259749264
 01/01  11:15:00,1031.2774486566525,113.57272551120764
 01/01  11:30:00,1032.002418939349,122.31935213919382
 01/01  11:45:00,1068.6216103531185,126.82568038288626
 01/01  12:00:00,1059.6645262508316,131.6943300538629
 01/01  12:15:00,1012.9115891142524,136.62338637206355
 01/01  12:30:00,1005.9894857447324,141.4036577558073
 01/01  12:45:00,1034.541737136415,139.61831633018667
 01/01  13:00:00,1048.8943214185952,137.5522429010974
 01/01  13:15:00,1028.424016175176,135.24643880798195
 01/01  13:30:00,993.210637006062,132.75450058256766
 01/01  13:45:00,997.660478734758,125.04304587119914
 01/01  14:00:00,1041.0716983416416,117.47615130784857
 01/01  14:15:00,1043.4508823349838,108.73451402273766
 01/01  14:30:00,1011.0783660818267,101.85142724515566
 01/01  14:45:00,1015.7235092000088,92.31952984511966
 01/01  15:00:00,1057.088583116417,82.79960730166886
 01/01  15:15:00,1092.333362998598,72.92096777381622
 01/01  15:30:00,1090.71477586366,62.77886522606949
 01/01  15:45:00,1078.071754510952,50.86421278957392
 01/01  16:00:00,1105.137321507559,36.53272973324264
 01/01  16:15:00,1573.8832824960368,23.164048809830827
 01/01  16:30:00,1538.5340379314732,10.013189843684113
 01/01  16:45:00,5063.757631840833,0.0
 01/01  17:00:00,4525.874588602397,0.0
 01/01  17:15:00,8168.058430005006,0.0
 01/01  17:30:00,8148.415240552449,0.0
 01/01  17:45:00,6042.075708029461,0.0
 01/01  18:00:00,4689.92149112578,0.0
 01/01  18:15:00,4448.875930027667,0.0
 01/01  18:30:00,4440.030539015183,0.0
 01/01  18:45:00,6094.074738383088,0.0
