Date/Time,Whole Building:Facility Total Electricity Demand Rate [W](TimeStep),PV1:Generator Produced DC Electricity Rate [W](TimeStep)
 01/01  00:15:00,2132.2528485283983,0.0
 01/01  00:30:00,2142.936160593539,0.0
 01/01  00:45:00,2116.722613975529,0.0
 01/01  01:00:00,2097.559837521387,0.0
 01/01  01:15:00,2111.0857137308594,0.0
 01/01  01:30:00,2125.502441826368,0.0
 01/01  01:45:00,2130.7363759483087,0.0
 01/01  02:00:00,2132.3336014804013,0.0
 01/01  02:15:00,2159.116884051328,0.0
 01/01  02:30:00,2196.417608175815,0.0
 01/01  02:45:00,2222.2049993070927,0.0
 01/01  03:00:00,2241.489880344864,0.0
 01/01  03:15:00,2251.567865979889,0.0
 01/01  03:30:00,2265.6763914887174,0.0
 01/01  03:45:00,2281.271514694595,0.0
 01/01  04:00:00,2287.799267665554,0.0
 01/01  04:15:00,2280.160339242121,0.0
 01/01  04:30:00,2284.5808467315637,0.0
 01/01  04:45:00,2295.083300635373,0.0
 01/01  05:00:00,2296.084252455329,0.0
 01/01  05:15:00,2293.738085762663,0.0
 01/01  05:30:00,2296.3877507373686,0.0
 01/01  05:45:00,2307.396101881931,0.0
 01/01  06:00:00,3617.345700250483,0.0
 01/01  06:15:00,5560.53169346932,0.0
 01/01  06:30:00,6579.119561456051,0.0
 01/01  06:45:00,6279.13019492304,0.0
 01/01  07:00:00,6365.121710570482,0.0
 01/01  07:15:00,4695.813672945929,0.0
 01/01  07:30:00,4653.896364275666,0.0
 01/01  07:45:00,1226.7094605980217,0.0
 01/01  08:00:00,1709.881816870114,0.0
 01/01  08:15:00,1945.164136429157,0.0
 01/01  08:30:00,2159.659603645242,0.0
 01/01  08:45:00,2158.752878985718,0.0
 01/01  09:00:00,2161.955796952881,3.930252759238046
 01/01  09:15:00,2141.0864300649946,5.900866630037497
 01/01  09:30:00,2174.749562340766,7.615845877957708
 01/01  09:45:00,2189.9795143521883,10.158103365033433
 01/01  10:00:00,2191.133884722024,12.701542305184125
 01/01  10:15:00,2217.2535059455463,15.25864330161822
 01/01  10:30:00,2246.821412442616,17.82156466854866
 01/01  10:45:00,2272.1692635153327,19.96430326311713
 01/01  11:00:00,2287.476040056315,22.11211549194065
 01/01  11:15:00,2297.61412864431,24.250411064894596
 01/01  11:30:00,2313.2836151332835,26.390524326289057
 01/01  11:45:00,2336.5723551582896,28.746010342142178
